anio_mes,id_tienda,categoria,presupuesto_venta,presupuesto_unidades,escenario
2025-03,T048,Electrohogar,378600402,454,Base
2025-03,T048,Jugueteria,208633833,486,Base
2025-03,T048,Moda,86481285,657,Base
2025-03,T048,Muebles,291169510,1149,Base
2025-03,T048,Tecnologia,209894757,948,Base
2025-03,T049,Alimentos,275731708,893,Base
2025-03,T049,Belleza,96550220,813,Base
2025-03,T049,Deportes,283584110,1368,Base
2025-03,T049,Electrohogar,80512456,1079,Base
2025-03,T049,Jugueteria,270990935,510,Base
2025-03,T049,Moda,391858272,1225,Base
2025-03,T049,Muebles,253021000,428,Base
2025-03,T049,Tecnologia,389200307,1350,Base
2025-03,T050,Alimentos,263079283,616,Base
2025-03,T050,Belleza,110031984,1015,Base
2025-03,T050,Deportes,235908482,854,Base
2025-03,T050,Electrohogar,93189337,425,Base
2025-03,T050,Jugueteria,99657271,1198,Base
2025-03,T050,Moda,319306371,1150,Base
2025-03,T050,Muebles,388989982,985,Base
2025-03,T050,Tecnologia,117368594,1195,Base
2025-03,T051,Alimentos,169035608,1153,Base
2025-03,T051,Belleza,84285101,573,Base
2025-03,T051,Deportes,271548462,276,Base
2025-03,T051,Electrohogar,299401045,748,Base
2025-03,T051,Jugueteria,153757923,1195,Base
2025-03,T051,Moda,80827302,143,Base
2025-03,T051,Muebles,151300487,391,Base
2025-03,T051,Tecnologia,67660299,281,Base
2025-03,T052,Alimentos,239125435,155,Base
2025-03,T052,Belleza,160270379,1021,Base
2025-03,T052,Deportes,112104981,232,Base
2025-03,T052,Electrohogar,208277544,405,Base
2025-03,T052,Jugueteria,333519490,1176,Base
2025-03,T052,Moda,132094820,1138,Base
2025-03,T052,Muebles,293209013,818,Base
2025-03,T052,Tecnologia,394092708,1102,Base
2025-03,T053,Alimentos,352938607,957,Base
2025-03,T053,Belleza,248634868,1185,Base
2025-03,T053,Deportes,178410020,935,Base
2025-03,T053,Electrohogar,352359349,715,Base
2025-03,T053,Jugueteria,321358907,882,Base
2025-03,T053,Moda,416338863,763,Base
2025-03,T053,Muebles,383938351,650,Base
2025-03,T053,Tecnologia,410965721,1063,Base
2025-03,T054,Alimentos,327154646,657,Base
2025-03,T054,Belleza,205106368,494,Base
2025-03,T054,Deportes,113299413,1087,Base
2025-03,T054,Electrohogar,52070777,492,Base
2025-03,T054,Jugueteria,367151170,1114,Base
2025-03,T054,Moda,209821120,1195,Base
2025-03,T054,Muebles,412511274,1043,Base
2025-03,T054,Tecnologia,72998424,1310,Base
2025-03,T055,Alimentos,391016182,1174,Base
2025-03,T055,Belleza,100807033,635,Base
2025-03,T055,Deportes,304872937,1242,Base
2025-03,T055,Electrohogar,119088434,212,Base
2025-03,T055,Jugueteria,194964982,416,Base
2025-03,T055,Moda,200789997,140,Base
2025-03,T055,Muebles,227464446,1002,Base
2025-03,T055,Tecnologia,296315751,425,Base
2025-03,T056,Alimentos,83617673,1296,Base
2025-03,T056,Belleza,116326104,445,Base
2025-03,T056,Deportes,98628846,143,Base
2025-03,T056,Electrohogar,96879119,743,Base
2025-03,T056,Jugueteria,134808635,220,Base
2025-03,T056,Moda,150744719,1097,Base
2025-03,T056,Muebles,73411404,424,Base
2025-03,T056,Tecnologia,196212197,276,Base
2025-03,T057,Alimentos,172466539,345,Base
2025-03,T057,Belleza,203643545,319,Base
2025-03,T057,Deportes,378695516,382,Base
2025-03,T057,Electrohogar,193791401,914,Base
2025-03,T057,Jugueteria,330897300,753,Base
2025-03,T057,Moda,418883122,1009,Base
2025-03,T057,Muebles,195382719,992,Base
2025-03,T057,Tecnologia,388834264,671,Base
2025-03,T058,Alimentos,111008051,443,Base
2025-03,T058,Belleza,256882545,453,Base
2025-03,T058,Deportes,228556357,597,Base
2025-03,T058,Electrohogar,284111370,1389,Base
2025-03,T058,Jugueteria,336938667,235,Base
2025-03,T058,Moda,285777653,785,Base
2025-03,T058,Muebles,124006489,1364,Base
2025-03,T058,Tecnologia,72135658,162,Base
2025-03,T059,Alimentos,66961459,264,Base
2025-03,T059,Belleza,207091561,1155,Base
2025-03,T059,Deportes,195086257,604,Base
2025-03,T059,Electrohogar,90115646,1177,Base
2025-03,T059,Jugueteria,79930645,1353,Base
2025-03,T059,Moda,219743470,159,Base
2025-03,T059,Muebles,312065679,263,Base
2025-03,T059,Tecnologia,186390744,1139,Base
2025-03,T060,Alimentos,189799894,152,Base
2025-03,T060,Belleza,94919764,943,Base
2025-03,T060,Deportes,85140235,512,Base
2025-03,T060,Electrohogar,297098523,1082,Base
2025-03,T060,Jugueteria,365781346,628,Base
2025-03,T060,Moda,240134583,391,Base
2025-03,T060,Muebles,248391569,203,Base
2025-03,T060,Tecnologia,57757857,1053,Base
2025-04,T001,Alimentos,253363812,1072,Base
2025-04,T001,Belleza,341040152,646,Base
2025-04,T001,Deportes,371964722,1202,Base
2025-04,T001,Electrohogar,281091949,1392,Base
2025-04,T001,Jugueteria,112747709,1216,Base
2025-04,T001,Moda,210816280,605,Base
2025-04,T001,Muebles,59348032,742,Base
2025-04,T001,Tecnologia,159034708,1328,Base
2025-04,T002,Alimentos,286589859,1357,Base
2025-04,T002,Belleza,343664334,1017,Base
2025-04,T002,Deportes,140189872,741,Base
2025-04,T002,Electrohogar,196536912,537,Base
2025-04,T002,Jugueteria,83834798,1033,Base
2025-04,T002,Moda,47681007,692,Base
2025-04,T002,Muebles,235987641,735,Base
2025-04,T002,Tecnologia,379575340,694,Base
2025-04,T003,Alimentos,162936639,910,Base
2025-04,T003,Belleza,319239657,641,Base
2025-04,T003,Deportes,239071845,567,Base
2025-04,T003,Electrohogar,136941723,535,Base
2025-04,T003,Jugueteria,405588658,1061,Base
2025-04,T003,Moda,199540647,668,Base
2025-04,T003,Muebles,269982366,717,Base
2025-04,T003,Tecnologia,319395032,669,Base
2025-04,T004,Alimentos,346483371,550,Base
2025-04,T004,Belleza,372768543,217,Base
2025-04,T004,Deportes,180789223,569,Base
2025-04,T004,Electrohogar,190023273,1333,Base
2025-04,T004,Jugueteria,293719811,386,Base
2025-04,T004,Moda,81142313,141,Base
2025-04,T004,Muebles,150169516,240,Base
2025-04,T004,Tecnologia,309757334,1339,Base
2025-04,T005,Alimentos,119205874,538,Base
2025-04,T005,Belleza,291865099,919,Base
2025-04,T005,Deportes,181197508,711,Base
2025-04,T005,Electrohogar,174304888,586,Base
2025-04,T005,Jugueteria,112647367,505,Base
2025-04,T005,Moda,206804756,1248,Base
2025-04,T005,Muebles,254751874,1078,Base
2025-04,T005,Tecnologia,79766987,431,Base
2025-04,T006,Alimentos,172968732,1001,Base
2025-04,T006,Belleza,257209399,890,Base
2025-04,T006,Deportes,280130782,207,Base
2025-04,T006,Electrohogar,49810348,286,Base
2025-04,T006,Jugueteria,358179608,887,Base
2025-04,T006,Moda,62928659,146,Base
2025-04,T006,Muebles,57943423,146,Base
2025-04,T006,Tecnologia,48803506,323,Base
2025-04,T007,Alimentos,109962558,1252,Base
2025-04,T007,Belleza,263560369,1234,Base
2025-04,T007,Deportes,387949047,432,Base
2025-04,T007,Electrohogar,315585745,483,Base
2025-04,T007,Jugueteria,357176058,1281,Base
2025-04,T007,Moda,366035993,824,Base
2025-04,T007,Muebles,349755714,737,Base
2025-04,T007,Tecnologia,205865708,1067,Base
2025-04,T008,Alimentos,310603746,1198,Base
2025-04,T008,Belleza,116598075,1110,Base
2025-04,T008,Deportes,323029281,834,Base
2025-04,T008,Electrohogar,197286172,249,Base
2025-04,T008,Jugueteria,278996483,751,Base
2025-04,T008,Moda,363474383,951,Base
2025-04,T008,Muebles,402330421,1254,Base
2025-04,T008,Tecnologia,417651065,342,Base
2025-04,T009,Alimentos,237151584,551,Base
2025-04,T009,Belleza,341131676,756,Base
2025-04,T009,Deportes,128897281,524,Base
2025-04,T009,Electrohogar,320968568,497,Base
2025-04,T009,Jugueteria,54832832,1164,Base
2025-04,T009,Moda,90133711,1049,Base
2025-04,T009,Muebles,325395234,296,Base
2025-04,T009,Tecnologia,224832601,878,Base
2025-04,T010,Alimentos,327507781,174,Base
2025-04,T010,Belleza,280059431,484,Base
2025-04,T010,Deportes,356951815,749,Base
2025-04,T010,Electrohogar,366858113,877,Base
2025-04,T010,Jugueteria,146206876,617,Base
2025-04,T010,Moda,168317618,703,Base
2025-04,T010,Muebles,350402838,510,Base
2025-04,T010,Tecnologia,324680338,1037,Base
2025-04,T011,Alimentos,51179945,864,Base
2025-04,T011,Belleza,256864371,951,Base
2025-04,T011,Deportes,273126181,365,Base
2025-04,T011,Electrohogar,165321289,596,Base
2025-04,T011,Jugueteria,153229911,474,Base
2025-04,T011,Moda,127920048,441,Base
2025-04,T011,Muebles,178550062,801,Base
2025-04,T011,Tecnologia,403801167,434,Base
2025-04,T012,Alimentos,408078494,922,Base
2025-04,T012,Belleza,136057574,821,Base
2025-04,T012,Deportes,364593967,592,Base
2025-04,T012,Electrohogar,217150413,1183,Base
2025-04,T012,Jugueteria,302980048,901,Base
2025-04,T012,Moda,380613006,1270,Base
2025-04,T012,Muebles,66108860,1306,Base
2025-04,T012,Tecnologia,60860751,953,Base
2025-04,T013,Alimentos,316617082,308,Base
2025-04,T013,Belleza,368772277,337,Base
2025-04,T013,Deportes,283104806,1247,Base
2025-04,T013,Electrohogar,254647313,290,Base
2025-04,T013,Jugueteria,80492118,1341,Base
2025-04,T013,Moda,381405489,615,Base
2025-04,T013,Muebles,166347978,395,Base
2025-04,T013,Tecnologia,135142716,933,Base
2025-04,T014,Alimentos,84821622,1281,Base
2025-04,T014,Belleza,115054628,1054,Base
2025-04,T014,Deportes,124794740,527,Base
2025-04,T014,Electrohogar,396690020,503,Base
2025-04,T014,Jugueteria,275492101,524,Base
2025-04,T014,Moda,120369754,859,Base
2025-04,T014,Muebles,62016224,801,Base
2025-04,T014,Tecnologia,239089851,551,Base
2025-04,T015,Alimentos,91338426,342,Base
2025-04,T015,Belleza,136769306,196,Base
2025-04,T015,Deportes,58456888,1207,Base
2025-04,T015,Electrohogar,335187438,182,Base
2025-04,T015,Jugueteria,115160463,491,Base
2025-04,T015,Moda,154337360,1344,Base
2025-04,T015,Muebles,164518518,1097,Base
2025-04,T015,Tecnologia,293933150,269,Base
2025-04,T016,Alimentos,274294479,739,Base
2025-04,T016,Belleza,410631243,864,Base
2025-04,T016,Deportes,386507686,833,Base
2025-04,T016,Electrohogar,330154393,585,Base
2025-04,T016,Jugueteria,101521958,374,Base
2025-04,T016,Moda,311530394,859,Base
2025-04,T016,Muebles,187239108,1238,Base
2025-04,T016,Tecnologia,415131939,390,Base
2025-04,T017,Alimentos,407919022,1358,Base
2025-04,T017,Belleza,175673679,540,Base
2025-04,T017,Deportes,145102842,561,Base
2025-04,T017,Electrohogar,302267402,695,Base
2025-04,T017,Jugueteria,63016782,1379,Base
2025-04,T017,Moda,51122755,1272,Base
2025-04,T017,Muebles,318319041,724,Base
2025-04,T017,Tecnologia,409409004,615,Base
2025-04,T018,Alimentos,120916176,810,Base
2025-04,T018,Belleza,151836720,947,Base
2025-04,T018,Deportes,107566021,514,Base
2025-04,T018,Electrohogar,244063913,1000,Base
2025-04,T018,Jugueteria,215320936,633,Base
2025-04,T018,Moda,261588991,1184,Base
2025-04,T018,Muebles,393314003,853,Base
2025-04,T018,Tecnologia,385959551,1178,Base
2025-04,T019,Alimentos,257253527,393,Base
2025-04,T019,Belleza,260009326,1241,Base
2025-04,T019,Deportes,186353366,149,Base
2025-04,T019,Electrohogar,63899975,1125,Base
2025-04,T019,Jugueteria,162150117,193,Base
2025-04,T019,Moda,343714675,1220,Base
2025-04,T019,Muebles,82824433,427,Base
2025-04,T019,Tecnologia,308073138,844,Base
2025-04,T020,Alimentos,75980491,269,Base
2025-04,T020,Belleza,74134030,936,Base
2025-04,T020,Deportes,357137463,389,Base
2025-04,T020,Electrohogar,303823614,398,Base
2025-04,T020,Jugueteria,389150074,940,Base
2025-04,T020,Moda,282591547,1175,Base
2025-04,T020,Muebles,371763043,593,Base
2025-04,T020,Tecnologia,344360195,1096,Base
2025-04,T021,Alimentos,331698422,1243,Base
2025-04,T021,Belleza,311026504,1234,Base
2025-04,T021,Deportes,119722454,230,Base
2025-04,T021,Electrohogar,206485137,382,Base
2025-04,T021,Jugueteria,134847596,1243,Base
2025-04,T021,Moda,128556740,283,Base
2025-04,T021,Muebles,245695423,328,Base
2025-04,T021,Tecnologia,416243633,951,Base
2025-04,T022,Alimentos,150519948,668,Base
2025-04,T022,Belleza,264379342,631,Base
2025-04,T022,Deportes,289607802,346,Base
2025-04,T022,Electrohogar,406498050,1194,Base
2025-04,T022,Jugueteria,348049835,583,Base
2025-04,T022,Moda,89066600,309,Base
2025-04,T022,Muebles,303936544,217,Base
2025-04,T022,Tecnologia,133597781,309,Base
2025-04,T023,Alimentos,418166480,502,Base
2025-04,T023,Belleza,131646482,818,Base
2025-04,T023,Deportes,290149251,1046,Base
2025-04,T023,Electrohogar,215680655,748,Base
2025-04,T023,Jugueteria,384457869,605,Base
2025-04,T023,Moda,120342724,1349,Base
2025-04,T023,Muebles,180996701,224,Base
2025-04,T023,Tecnologia,358304073,1310,Base
2025-04,T024,Alimentos,154753667,1223,Base
2025-04,T024,Belleza,339403840,503,Base
2025-04,T024,Deportes,371261409,883,Base
2025-04,T024,Electrohogar,192063419,1192,Base
2025-04,T024,Jugueteria,260967233,286,Base
2025-04,T024,Moda,145988765,729,Base
2025-04,T024,Muebles,348927419,1368,Base
2025-04,T024,Tecnologia,238113672,339,Base
2025-04,T025,Alimentos,372513413,939,Base
2025-04,T025,Belleza,300067686,575,Base
2025-04,T025,Deportes,265368108,881,Base
2025-04,T025,Electrohogar,313905186,387,Base
2025-04,T025,Jugueteria,331906893,962,Base
2025-04,T025,Moda,142179430,1087,Base
2025-04,T025,Muebles,96752845,445,Base
2025-04,T025,Tecnologia,352173478,543,Base
2025-04,T026,Alimentos,180115872,1374,Base
2025-04,T026,Belleza,187131208,606,Base
2025-04,T026,Deportes,296530993,1347,Base
2025-04,T026,Electrohogar,298000488,425,Base
2025-04,T026,Jugueteria,243276440,913,Base
2025-04,T026,Moda,357125758,1242,Base
2025-04,T026,Muebles,94388269,882,Base
2025-04,T026,Tecnologia,209768219,1044,Base
2025-04,T027,Alimentos,145608407,440,Base
2025-04,T027,Belleza,272255100,630,Base
2025-04,T027,Deportes,356996441,151,Base
2025-04,T027,Electrohogar,282233224,810,Base
2025-04,T027,Jugueteria,118462969,148,Base
2025-04,T027,Moda,292644443,1251,Base
2025-04,T027,Muebles,58139563,1290,Base
2025-04,T027,Tecnologia,104584933,243,Base
2025-04,T028,Alimentos,193498823,1382,Base
2025-04,T028,Belleza,178177896,1264,Base
2025-04,T028,Deportes,254690644,693,Base
2025-04,T028,Electrohogar,370897694,925,Base
2025-04,T028,Jugueteria,104838894,1069,Base
2025-04,T028,Moda,409887808,465,Base
2025-04,T028,Muebles,396442018,1027,Base
2025-04,T028,Tecnologia,45736474,783,Base
2025-04,T029,Alimentos,45923912,1024,Base
2025-04,T029,Belleza,113675914,946,Base
2025-04,T029,Deportes,288958339,895,Base
2025-04,T029,Electrohogar,374319659,792,Base
2025-04,T029,Jugueteria,266279176,466,Base
2025-04,T029,Moda,277726819,775,Base
2025-04,T029,Muebles,130095051,853,Base
2025-04,T029,Tecnologia,240860673,1074,Base
2025-04,T030,Alimentos,82516567,1194,Base
2025-04,T030,Belleza,321430228,524,Base
2025-04,T030,Deportes,393501240,138,Base
2025-04,T030,Electrohogar,362539865,1237,Base
2025-04,T030,Jugueteria,95526781,599,Base
2025-04,T030,Moda,394608377,1086,Base
2025-04,T030,Muebles,85638629,423,Base
2025-04,T030,Tecnologia,281865775,295,Base
2025-04,T031,Alimentos,355585298,1120,Base
2025-04,T031,Belleza,356539972,746,Base
2025-04,T031,Deportes,302391542,130,Base
2025-04,T031,Electrohogar,98286910,514,Base
2025-04,T031,Jugueteria,377095757,1308,Base
2025-04,T031,Moda,315038469,1121,Base
2025-04,T031,Muebles,395283307,138,Base
2025-04,T031,Tecnologia,378161115,373,Base
2025-04,T032,Alimentos,104928202,324,Base
2025-04,T032,Belleza,263783792,986,Base
2025-04,T032,Deportes,245071925,672,Base
2025-04,T032,Electrohogar,394146891,1296,Base
2025-04,T032,Jugueteria,122850523,1296,Base
2025-04,T032,Moda,253060911,920,Base
2025-04,T032,Muebles,386808875,346,Base
2025-04,T032,Tecnologia,105805717,1080,Base
2025-04,T033,Alimentos,275865504,1117,Base
2025-04,T033,Belleza,129895293,838,Base
2025-04,T033,Deportes,129675318,537,Base
2025-04,T033,Electrohogar,104102195,477,Base
2025-04,T033,Jugueteria,98837612,1216,Base
2025-04,T033,Moda,414845515,1091,Base
2025-04,T033,Muebles,75641777,1288,Base
2025-04,T033,Tecnologia,153368783,580,Base
2025-04,T034,Alimentos,406341614,526,Base
2025-04,T034,Belleza,210212443,1204,Base
2025-04,T034,Deportes,405088653,1370,Base
2025-04,T034,Electrohogar,370850452,1346,Base
2025-04,T034,Jugueteria,87850566,1341,Base
2025-04,T034,Moda,67329853,1132,Base
2025-04,T034,Muebles,384007272,499,Base
2025-04,T034,Tecnologia,151293743,471,Base
2025-04,T035,Alimentos,406993045,556,Base
2025-04,T035,Belleza,171765534,361,Base
2025-04,T035,Deportes,239839812,1366,Base
2025-04,T035,Electrohogar,91984750,1263,Base
2025-04,T035,Jugueteria,94591286,1117,Base
2025-04,T035,Moda,58368730,454,Base
2025-04,T035,Muebles,163672969,516,Base
2025-04,T035,Tecnologia,269754143,1260,Base
2025-04,T036,Alimentos,130504885,1160,Base
2025-04,T036,Belleza,403484360,875,Base
2025-04,T036,Deportes,316777080,312,Base
2025-04,T036,Electrohogar,362297630,374,Base
2025-04,T036,Jugueteria,66916302,939,Base
2025-04,T036,Moda,224744483,136,Base
2025-04,T036,Muebles,262043062,846,Base
2025-04,T036,Tecnologia,397673399,1065,Base
2025-04,T037,Alimentos,61269681,279,Base
2025-04,T037,Belleza,196940298,1257,Base
2025-04,T037,Deportes,253494969,933,Base
2025-04,T037,Electrohogar,413976597,607,Base
2025-04,T037,Jugueteria,237011627,521,Base
2025-04,T037,Moda,186293504,1347,Base
2025-04,T037,Muebles,338460845,834,Base
2025-04,T037,Tecnologia,340339527,1190,Base
2025-04,T038,Alimentos,412310762,718,Base
2025-04,T038,Belleza,57826508,1269,Base
2025-04,T038,Deportes,64375063,321,Base
2025-04,T038,Electrohogar,295433175,732,Base
2025-04,T038,Jugueteria,349098431,1179,Base
2025-04,T038,Moda,81111504,754,Base
2025-04,T038,Muebles,254416696,389,Base
2025-04,T038,Tecnologia,113376920,413,Base
2025-04,T039,Alimentos,390721551,1220,Base
2025-04,T039,Belleza,346082144,1014,Base
2025-04,T039,Deportes,192783820,166,Base
2025-04,T039,Electrohogar,252345803,761,Base
2025-04,T039,Jugueteria,260754128,992,Base
2025-04,T039,Moda,317794443,553,Base
2025-04,T039,Muebles,391488946,567,Base
2025-04,T039,Tecnologia,51575538,1196,Base
2025-04,T040,Alimentos,400161631,1083,Base
2025-04,T040,Belleza,406107471,252,Base
2025-04,T040,Deportes,74691053,258,Base
2025-04,T040,Electrohogar,237286248,696,Base
2025-04,T040,Jugueteria,131358435,1041,Base
2025-04,T040,Moda,132352994,1263,Base
2025-04,T040,Muebles,170863313,796,Base
2025-04,T040,Tecnologia,167750355,585,Base
2025-04,T041,Alimentos,50176563,856,Base
2025-04,T041,Belleza,228087669,960,Base
2025-04,T041,Deportes,345328077,569,Base
2025-04,T041,Electrohogar,119195747,843,Base
2025-04,T041,Jugueteria,314545792,363,Base
2025-04,T041,Moda,112603160,401,Base
2025-04,T041,Muebles,234019322,940,Base
2025-04,T041,Tecnologia,352826834,979,Base
2025-04,T042,Alimentos,204396903,369,Base
2025-04,T042,Belleza,173491778,542,Base
2025-04,T042,Deportes,290880286,720,Base
2025-04,T042,Electrohogar,206749597,855,Base
2025-04,T042,Jugueteria,208977862,424,Base
2025-04,T042,Moda,241689776,1356,Base
2025-04,T042,Muebles,404677579,287,Base
2025-04,T042,Tecnologia,176599231,842,Base
2025-04,T043,Alimentos,262372589,605,Base
2025-04,T043,Belleza,288055228,866,Base
2025-04,T043,Deportes,387291699,1241,Base
2025-04,T043,Electrohogar,298888271,1063,Base
2025-04,T043,Jugueteria,277547304,425,Base
2025-04,T043,Moda,394999606,805,Base
2025-04,T043,Muebles,363229435,895,Base
2025-04,T043,Tecnologia,357795621,1107,Base
2025-04,T044,Alimentos,139305203,871,Base
2025-04,T044,Belleza,248787451,867,Base
2025-04,T044,Deportes,269082226,1161,Base
2025-04,T044,Electrohogar,45936204,1381,Base
2025-04,T044,Jugueteria,109299006,379,Base
2025-04,T044,Moda,401702491,791,Base
2025-04,T044,Muebles,391830006,1266,Base
2025-04,T044,Tecnologia,276895015,1261,Base
2025-04,T045,Alimentos,286155319,145,Base
2025-04,T045,Belleza,276620582,642,Base
2025-04,T045,Deportes,389826149,944,Base
2025-04,T045,Electrohogar,392252995,661,Base
2025-04,T045,Jugueteria,343259706,770,Base
2025-04,T045,Moda,363023881,1211,Base
2025-04,T045,Muebles,184290148,267,Base
2025-04,T045,Tecnologia,77495182,980,Base
2025-04,T046,Alimentos,297609530,570,Base
2025-04,T046,Belleza,192495996,805,Base
2025-04,T046,Deportes,326322079,497,Base
2025-04,T046,Electrohogar,226296847,1261,Base
2025-04,T046,Jugueteria,83951958,157,Base
2025-04,T046,Moda,275057330,808,Base
2025-04,T046,Muebles,152647495,1003,Base
2025-04,T046,Tecnologia,361209213,823,Base
2025-04,T047,Alimentos,411650222,915,Base
2025-04,T047,Belleza,338049939,944,Base
2025-04,T047,Deportes,414459823,1045,Base
2025-04,T047,Electrohogar,334398735,674,Base
2025-04,T047,Jugueteria,263743460,172,Base
2025-04,T047,Moda,57004497,1264,Base
2025-04,T047,Muebles,304587033,1258,Base
2025-04,T047,Tecnologia,372650507,1113,Base
2025-04,T048,Alimentos,110392063,751,Base
2025-04,T048,Belleza,112408660,1124,Base
2025-04,T048,Deportes,164885100,543,Base
2025-04,T048,Electrohogar,407262009,381,Base
2025-04,T048,Jugueteria,50489223,392,Base
2025-04,T048,Moda,315892939,730,Base
2025-04,T048,Muebles,252775137,529,Base
2025-04,T048,Tecnologia,296161868,1238,Base
2025-04,T049,Alimentos,257325078,703,Base
2025-04,T049,Belleza,208662316,854,Base
2025-04,T049,Deportes,286113866,290,Base
2025-04,T049,Electrohogar,213758755,251,Base
2025-04,T049,Jugueteria,355634827,179,Base
2025-04,T049,Moda,67157088,1175,Base
2025-04,T049,Muebles,389739495,436,Base
2025-04,T049,Tecnologia,67179380,1270,Base
2025-04,T050,Alimentos,224683544,162,Base
2025-04,T050,Belleza,375289598,1034,Base
2025-04,T050,Deportes,269869393,311,Base
2025-04,T050,Electrohogar,169220611,1161,Base
2025-04,T050,Jugueteria,123442795,908,Base
2025-04,T050,Moda,164337229,656,Base
2025-04,T050,Muebles,322275809,1014,Base
2025-04,T050,Tecnologia,365577677,664,Base
2025-04,T051,Alimentos,69969582,715,Base
2025-04,T051,Belleza,92754913,582,Base
2025-04,T051,Deportes,93835003,910,Base
2025-04,T051,Electrohogar,306295661,265,Base
2025-04,T051,Jugueteria,91312570,780,Base
2025-04,T051,Moda,143230988,1308,Base
2025-04,T051,Muebles,212160097,888,Base
2025-04,T051,Tecnologia,362521430,691,Base
2025-04,T052,Alimentos,83011088,1366,Base
2025-04,T052,Belleza,258201613,582,Base
2025-04,T052,Deportes,215475711,244,Base
2025-04,T052,Electrohogar,254373335,1041,Base
2025-04,T052,Jugueteria,292555759,619,Base
2025-04,T052,Moda,359552837,248,Base
2025-04,T052,Muebles,145065043,747,Base
2025-04,T052,Tecnologia,330321022,990,Base
2025-04,T053,Alimentos,401281141,1381,Base
2025-04,T053,Belleza,332853320,1017,Base
2025-04,T053,Deportes,390684291,481,Base
2025-04,T053,Electrohogar,80218151,1213,Base
2025-04,T053,Jugueteria,277137688,1025,Base
2025-04,T053,Moda,309873967,161,Base
2025-04,T053,Muebles,308034939,732,Base
2025-04,T053,Tecnologia,249053117,1355,Base
2025-04,T054,Alimentos,71159739,225,Base
2025-04,T054,Belleza,416104805,1219,Base
2025-04,T054,Deportes,412965962,936,Base
2025-04,T054,Electrohogar,233500250,368,Base
2025-04,T054,Jugueteria,125247591,455,Base
2025-04,T054,Moda,82274986,760,Base
2025-04,T054,Muebles,123221750,842,Base
2025-04,T054,Tecnologia,177475127,280,Base
2025-04,T055,Alimentos,135570929,318,Base
2025-04,T055,Belleza,328528733,308,Base
2025-04,T055,Deportes,351408887,517,Base
2025-04,T055,Electrohogar,46468217,1264,Base
2025-04,T055,Jugueteria,77852052,520,Base
2025-04,T055,Moda,184122935,1202,Base
2025-04,T055,Muebles,68879131,1366,Base
2025-04,T055,Tecnologia,72359403,297,Base
2025-04,T056,Alimentos,262592288,1252,Base
2025-04,T056,Belleza,162146863,196,Base
2025-04,T056,Deportes,52117753,959,Base
2025-04,T056,Electrohogar,83080352,528,Base
2025-04,T056,Jugueteria,159703229,852,Base
2025-04,T056,Moda,309417184,1069,Base
2025-04,T056,Muebles,52450439,890,Base
2025-04,T056,Tecnologia,127198684,551,Base
2025-04,T057,Alimentos,105058509,479,Base
2025-04,T057,Belleza,57101678,961,Base
2025-04,T057,Deportes,416728683,1378,Base
2025-04,T057,Electrohogar,122845400,1145,Base
2025-04,T057,Jugueteria,341183684,712,Base
2025-04,T057,Moda,412381293,455,Base
2025-04,T057,Muebles,288068703,856,Base
2025-04,T057,Tecnologia,311666079,403,Base
2025-04,T058,Alimentos,45032453,1284,Base
2025-04,T058,Belleza,144639676,381,Base
2025-04,T058,Deportes,182876588,501,Base
2025-04,T058,Electrohogar,401511526,214,Base
2025-04,T058,Jugueteria,106049323,389,Base
2025-04,T058,Moda,265801233,1089,Base
2025-04,T058,Muebles,367150236,737,Base
2025-04,T058,Tecnologia,259630439,459,Base
2025-04,T059,Alimentos,172587234,485,Base
2025-04,T059,Belleza,261778942,625,Base
2025-04,T059,Deportes,277473198,1145,Base
2025-04,T059,Electrohogar,130845067,525,Base
2025-04,T059,Jugueteria,303397089,749,Base
2025-04,T059,Moda,315192902,1089,Base
2025-04,T059,Muebles,210746855,762,Base
2025-04,T059,Tecnologia,125106905,126,Base
2025-04,T060,Alimentos,142780446,791,Base
2025-04,T060,Belleza,63837417,349,Base
2025-04,T060,Deportes,101162846,1044,Base
2025-04,T060,Electrohogar,398316203,369,Base
2025-04,T060,Jugueteria,95666251,1142,Base
2025-04,T060,Moda,371788699,865,Base
2025-04,T060,Muebles,407383700,1119,Base
2025-04,T060,Tecnologia,162843769,424,Base
2025-05,T001,Alimentos,381352315,1295,Base
2025-05,T001,Belleza,313688376,1341,Base
2025-05,T001,Deportes,342182193,374,Base
2025-05,T001,Electrohogar,419844838,1328,Base
2025-05,T001,Jugueteria,344235650,558,Base
2025-05,T001,Moda,254643776,562,Base
2025-05,T001,Muebles,452258526,541,Base
2025-05,T001,Tecnologia,474228966,209,Base
2025-05,T002,Alimentos,267759148,1393,Base
2025-05,T002,Belleza,206922232,649,Base
2025-05,T002,Deportes,180645218,139,Base
2025-05,T002,Electrohogar,129222428,407,Base
2025-05,T002,Jugueteria,139922221,955,Base
2025-05,T002,Moda,413730917,214,Base
2025-05,T002,Muebles,512528363,251,Base
2025-05,T002,Tecnologia,491359362,1287,Base
2025-05,T003,Alimentos,452305546,952,Base
2025-05,T003,Belleza,156592233,883,Base
2025-05,T003,Deportes,481549437,639,Base
2025-05,T003,Electrohogar,405015363,1041,Base
2025-05,T003,Jugueteria,474649416,336,Base
2025-05,T003,Moda,215825793,1194,Base
2025-05,T003,Muebles,168773778,967,Base
2025-05,T003,Tecnologia,106693228,996,Base
