id_cliente,nombre_cliente,segmento,ciudad,region,departamento,genero,rango_edad,fecha_alta,estado_cliente
C02482,Cliente 02482,Pyme,Santa Marta,Caribe,Magdalena,M,36-45,2022-03-26,Activo
C02483,Cliente 02483,Hogar,Pereira,Eje Cafetero,Risaralda,No informado,18-25,2022-07-02,Activo
C02484,Cliente 02484,Educacion,Manizales,Eje Cafetero,Caldas,No informado,56+,2024-06-02,Activo
C02485,Cliente 02485,Gobierno,Bucaramanga,Oriente,Santander,M,36-45,2020-02-15,Activo
C02486,Cliente 02486,Corporativo,Pereira,Eje Cafetero,Risaralda,No informado,36-45,2025-08-16,Activo
C02487,Cliente 02487,Corporativo,Barranquilla,Caribe,Atlantico,M,18-25,2021-07-31,Activo
C02488,Cliente 02488,Educacion,Pasto,Sur,Narino,No informado,26-35,2022-08-03,Activo
C02489,Cliente 02489,Pyme,Cartagena,Caribe,Bolivar,M,26-35,2024-05-23,Activo
C02490,Cliente 02490,Gobierno,Cartagena,Caribe,Bolivar,M,36-45,2019-09-27,Activo
C02491,Cliente 02491,Corporativo,Santa Marta,Caribe,Magdalena,F,46-55,2025-09-10,Activo
C02492,Cliente 02492,Gobierno,Bucaramanga,Oriente,Santander,F,46-55,2024-10-10,Activo
C02493,Cliente 02493,Corporativo,Manizales,Eje Cafetero,Caldas,M,26-35,2022-08-22,Activo
C02494,Cliente 02494,Pyme,Medellin,Antioquia,Antioquia,F,36-45,2019-01-24,Activo
C02495,Cliente 02495,Corporativo,Santa Marta,Caribe,Magdalena,No informado,36-45,2021-09-24,Activo
C02496,Cliente 02496,Hogar,Pasto,Sur,Narino,M,18-25,2021-12-09,Activo
C02497,Cliente 02497,Pyme,Cartagena,Caribe,Bolivar,F,26-35,2025-06-13,Activo
C02498,Cliente 02498,Corporativo,Medellin,Antioquia,Antioquia,F,26-35,2025-05-08,Activo
C02499,Cliente 02499,Gobierno,Ibague,Centro,Tolima,No informado,46-55,2020-01-14,Activo
C02500,Cliente 02500,Gobierno,Bucaramanga,Oriente,Santander,M,56+,2022-04-07,Activo
C02501,Cliente 02501,Pyme,Pasto,Sur,Narino,M,56+,2024-08-18,Inactivo
C02502,Cliente 02502,Pyme,Santa Marta,Caribe,Magdalena,No informado,36-45,2023-10-01,Activo
C02503,Cliente 02503,Pyme,Manizales,Eje Cafetero,Caldas,M,26-35,2021-06-11,Activo
C02504,Cliente 02504,Pyme,Manizales,Eje Cafetero,Caldas,F,56+,2025-06-04,Activo
C02505,Cliente 02505,Corporativo,Medellin,Antioquia,Antioquia,No informado,56+,2025-06-28,Activo
C02506,Cliente 02506,Educacion,Pasto,Sur,Narino,M,18-25,2019-07-20,Activo
C02507,Cliente 02507,Gobierno,Cali,Occidente,Valle del Cauca,No informado,56+,2023-04-29,Inactivo
C02508,Cliente 02508,Gobierno,Pereira,Eje Cafetero,Risaralda,F,46-55,2020-03-01,Activo
C02509,Cliente 02509,Educacion,Villavicencio,Llanos,Meta,No informado,26-35,2020-01-31,Activo
C02510,Cliente 02510,Corporativo,Manizales,Eje Cafetero,Caldas,F,18-25,2020-12-03,Activo
C02511,Cliente 02511,Pyme,Cali,Occidente,Valle del Cauca,F,18-25,2025-10-10,Activo
C02512,Cliente 02512,Hogar,Barranquilla,Caribe,Atlantico,No informado,26-35,2019-03-04,Activo
C02513,Cliente 02513,Corporativo,Manizales,Eje Cafetero,Caldas,F,46-55,2021-07-29,Activo
C02514,Cliente 02514,Gobierno,Cali,Occidente,Valle del Cauca,No informado,46-55,2022-03-25,Activo
C02515,Cliente 02515,Gobierno,Medellin,Antioquia,Antioquia,M,36-45,2021-03-26,Activo
C02516,Cliente 02516,Hogar,Pereira,Eje Cafetero,Risaralda,M,46-55,2019-10-27,Activo
C02517,Cliente 02517,Corporativo,Pereira,Eje Cafetero,Risaralda,No informado,46-55,2022-04-08,Activo
C02518,Cliente 02518,Pyme,Pereira,Eje Cafetero,Risaralda,M,46-55,2025-02-21,Activo
C02519,Cliente 02519,Corporativo,Barranquilla,Caribe,Atlantico,F,26-35,2023-09-07,Activo
C02520,Cliente 02520,Corporativo,Cali,Occidente,Valle del Cauca,No informado,36-45,2025-09-17,Inactivo
C02521,Cliente 02521,Gobierno,Pereira,Eje Cafetero,Risaralda,M,26-35,2024-12-25,Activo
C02522,Cliente 02522,Gobierno,Pereira,Eje Cafetero,Risaralda,F,18-25,2025-01-31,Activo
C02523,Cliente 02523,Pyme,Pasto,Sur,Narino,No informado,46-55,2025-07-31,Activo
C02524,Cliente 02524,Educacion,Barranquilla,Caribe,Atlantico,No informado,46-55,2020-11-27,Activo
C02525,Cliente 02525,Corporativo,Pereira,Eje Cafetero,Risaralda,No informado,36-45,2019-06-11,Activo
C02526,Cliente 02526,Pyme,Medellin,Antioquia,Antioquia,No informado,26-35,2020-09-20,Inactivo
C02527,Cliente 02527,Educacion,Bucaramanga,Oriente,Santander,M,18-25,2020-04-12,Activo
C02528,Cliente 02528,Pyme,Pasto,Sur,Narino,No informado,46-55,2025-04-02,Activo
C02529,Cliente 02529,Corporativo,Cali,Occidente,Valle del Cauca,No informado,56+,2020-04-21,Activo
C02530,Cliente 02530,Educacion,Pasto,Sur,Narino,No informado,18-25,2023-05-07,Activo
C02531,Cliente 02531,Gobierno,Villavicencio,Llanos,Meta,F,46-55,2022-12-23,Activo
C02532,Cliente 02532,Educacion,Pasto,Sur,Narino,F,18-25,2023-10-10,Activo
C02533,Cliente 02533,Gobierno,Barranquilla,Caribe,Atlantico,M,26-35,2021-07-18,Activo
C02534,Cliente 02534,Hogar,Manizales,Eje Cafetero,Caldas,M,36-45,2021-05-01,Activo
C02535,Cliente 02535,Hogar,Medellin,Antioquia,Antioquia,No informado,26-35,2020-03-07,Activo
C02536,Cliente 02536,Hogar,Pasto,Sur,Narino,M,26-35,2021-03-30,Activo
C02537,Cliente 02537,Gobierno,Manizales,Eje Cafetero,Caldas,M,18-25,2019-11-29,Activo
C02538,Cliente 02538,Pyme,Pereira,Eje Cafetero,Risaralda,M,18-25,2022-06-06,Activo
C02539,Cliente 02539,Corporativo,Santa Marta,Caribe,Magdalena,No informado,18-25,2023-03-06,Activo
C02540,Cliente 02540,Gobierno,Pasto,Sur,Narino,F,36-45,2025-07-01,Activo
C02541,Cliente 02541,Corporativo,Barranquilla,Caribe,Atlantico,M,26-35,2025-08-19,Activo
C02542,Cliente 02542,Pyme,Medellin,Antioquia,Antioquia,M,26-35,2022-05-31,Activo
C02543,Cliente 02543,Hogar,Cali,Occidente,Valle del Cauca,No informado,36-45,2022-12-08,Activo
C02544,Cliente 02544,Gobierno,Villavicencio,Llanos,Meta,No informado,46-55,2024-09-25,Activo
C02545,Cliente 02545,Hogar,Pereira,Eje Cafetero,Risaralda,M,26-35,2024-09-02,Activo
C02546,Cliente 02546,Educacion,Bucaramanga,Oriente,Santander,F,26-35,2020-03-14,Activo
C02547,Cliente 02547,Pyme,Pasto,Sur,Narino,M,18-25,2022-02-24,Activo
C02548,Cliente 02548,Corporativo,Manizales,Eje Cafetero,Caldas,No informado,18-25,2023-09-07,Activo
C02549,Cliente 02549,Pyme,Cartagena,Caribe,Bolivar,F,26-35,2022-09-06,Activo
C02550,Cliente 02550,Pyme,Cartagena,Caribe,Bolivar,M,46-55,2019-07-05,Activo
C02551,Cliente 02551,Pyme,Ibague,Centro,Tolima,F,46-55,2021-11-17,Activo
C02552,Cliente 02552,Corporativo,Barranquilla,Caribe,Atlantico,M,56+,2025-03-02,Activo
C02553,Cliente 02553,Gobierno,Cartagena,Caribe,Bolivar,F,18-25,2023-10-22,Activo
C02554,Cliente 02554,Gobierno,Santa Marta,Caribe,Magdalena,M,18-25,2024-09-19,Activo
C02555,Cliente 02555,Pyme,Pasto,Sur,Narino,No informado,18-25,2021-11-06,Activo
C02556,Cliente 02556,Educacion,Cali,Occidente,Valle del Cauca,M,26-35,2020-07-26,Activo
C02557,Cliente 02557,Pyme,Medellin,Antioquia,Antioquia,M,36-45,2023-08-09,Activo
C02558,Cliente 02558,Hogar,Medellin,Antioquia,Antioquia,M,46-55,2023-05-01,Activo
C02559,Cliente 02559,Educacion,Santa Marta,Caribe,Magdalena,No informado,18-25,2021-01-25,Activo
C02560,Cliente 02560,Hogar,Barranquilla,Caribe,Atlantico,No informado,18-25,2019-07-18,Activo
C02561,Cliente 02561,Gobierno,Villavicencio,Llanos,Meta,No informado,26-35,2023-07-13,Activo
C02562,Cliente 02562,Gobierno,Ibague,Centro,Tolima,M,18-25,2023-06-06,Activo
C02563,Cliente 02563,Educacion,Medellin,Antioquia,Antioquia,M,46-55,2024-12-09,Activo
C02564,Cliente 02564,Hogar,Cali,Occidente,Valle del Cauca,No informado,36-45,2021-01-02,Activo
C02565,Cliente 02565,Hogar,Bogota,Centro,Cundinamarca,F,26-35,2019-10-14,Inactivo
C02566,Cliente 02566,Educacion,Ibague,Centro,Tolima,M,46-55,2022-04-04,Activo
C02567,Cliente 02567,Hogar,Pereira,Eje Cafetero,Risaralda,M,26-35,2025-04-10,Activo
C02568,Cliente 02568,Hogar,Pereira,Eje Cafetero,Risaralda,M,46-55,2022-07-09,Inactivo
C02569,Cliente 02569,Pyme,Bogota,Centro,Cundinamarca,M,56+,2025-11-27,Activo
C02570,Cliente 02570,Educacion,Cartagena,Caribe,Bolivar,No informado,46-55,2020-12-19,Activo
C02571,Cliente 02571,Corporativo,Pereira,Eje Cafetero,Risaralda,F,18-25,2024-10-31,Inactivo
C02572,Cliente 02572,Pyme,Bucaramanga,Oriente,Santander,F,26-35,2025-07-24,Activo
C02573,Cliente 02573,Pyme,Manizales,Eje Cafetero,Caldas,M,18-25,2020-12-08,Activo
C02574,Cliente 02574,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2019-07-13,Activo
C02575,Cliente 02575,Hogar,Cali,Occidente,Valle del Cauca,F,26-35,2022-05-08,Activo
C02576,Cliente 02576,Educacion,Manizales,Eje Cafetero,Caldas,F,18-25,2024-07-02,Activo
C02577,Cliente 02577,Gobierno,Manizales,Eje Cafetero,Caldas,No informado,26-35,2024-09-16,Activo
C02578,Cliente 02578,Gobierno,Cali,Occidente,Valle del Cauca,F,46-55,2024-12-08,Activo
C02579,Cliente 02579,Gobierno,Bogota,Centro,Cundinamarca,No informado,18-25,2020-06-03,Activo
C02580,Cliente 02580,Gobierno,Bucaramanga,Oriente,Santander,M,26-35,2025-04-15,Activo
C02581,Cliente 02581,Pyme,Manizales,Eje Cafetero,Caldas,No informado,36-45,2025-02-12,Activo
C02582,Cliente 02582,Gobierno,Cali,Occidente,Valle del Cauca,F,36-45,2023-08-26,Activo
C02583,Cliente 02583,Gobierno,Manizales,Eje Cafetero,Caldas,M,26-35,2019-05-28,Activo
C02584,Cliente 02584,Gobierno,Medellin,Antioquia,Antioquia,F,46-55,2025-01-24,Activo
C02585,Cliente 02585,Hogar,Bucaramanga,Oriente,Santander,M,18-25,2024-11-10,Activo
C02586,Cliente 02586,Corporativo,Cali,Occidente,Valle del Cauca,No informado,36-45,2021-10-04,Activo
C02587,Cliente 02587,Educacion,Barranquilla,Caribe,Atlantico,No informado,26-35,2019-10-08,Activo
C02588,Cliente 02588,Hogar,Cartagena,Caribe,Bolivar,F,46-55,2021-06-10,Activo
C02589,Cliente 02589,Corporativo,Medellin,Antioquia,Antioquia,F,46-55,2023-06-22,Activo
C02590,Cliente 02590,Pyme,Pasto,Sur,Narino,F,26-35,2025-05-31,Activo
C02591,Cliente 02591,Corporativo,Santa Marta,Caribe,Magdalena,F,36-45,2021-05-14,Activo
C02592,Cliente 02592,Hogar,Medellin,Antioquia,Antioquia,F,36-45,2024-08-07,Activo
C02593,Cliente 02593,Gobierno,Pereira,Eje Cafetero,Risaralda,M,26-35,2024-05-13,Activo
C02594,Cliente 02594,Educacion,Medellin,Antioquia,Antioquia,No informado,18-25,2023-08-28,Activo
C02595,Cliente 02595,Gobierno,Pereira,Eje Cafetero,Risaralda,M,46-55,2024-02-06,Activo
C02596,Cliente 02596,Corporativo,Villavicencio,Llanos,Meta,F,26-35,2023-03-19,Activo
C02597,Cliente 02597,Educacion,Pasto,Sur,Narino,M,46-55,2023-03-22,Activo
C02598,Cliente 02598,Gobierno,Cali,Occidente,Valle del Cauca,M,46-55,2024-05-09,Activo
C02599,Cliente 02599,Pyme,Bucaramanga,Oriente,Santander,M,56+,2023-08-19,Activo
C02600,Cliente 02600,Gobierno,Cartagena,Caribe,Bolivar,M,46-55,2022-12-18,Activo
C02601,Cliente 02601,Educacion,Ibague,Centro,Tolima,F,46-55,2024-06-28,Activo
C02602,Cliente 02602,Hogar,Santa Marta,Caribe,Magdalena,No informado,26-35,2019-11-28,Activo
C02603,Cliente 02603,Educacion,Medellin,Antioquia,Antioquia,No informado,36-45,2025-12-12,Activo
C02604,Cliente 02604,Pyme,Pereira,Eje Cafetero,Risaralda,F,56+,2026-01-31,Inactivo
C02605,Cliente 02605,Hogar,Pasto,Sur,Narino,M,18-25,2021-08-20,Activo
C02606,Cliente 02606,Pyme,Bucaramanga,Oriente,Santander,No informado,26-35,2021-01-20,Activo
C02607,Cliente 02607,Educacion,Medellin,Antioquia,Antioquia,No informado,26-35,2026-01-04,Inactivo
C02608,Cliente 02608,Educacion,Pasto,Sur,Narino,No informado,26-35,2022-10-04,Activo
C02609,Cliente 02609,Corporativo,Pereira,Eje Cafetero,Risaralda,M,18-25,2023-06-14,Activo
C02610,Cliente 02610,Corporativo,Pasto,Sur,Narino,M,26-35,2024-07-15,Activo
C02611,Cliente 02611,Gobierno,Manizales,Eje Cafetero,Caldas,M,18-25,2020-01-07,Activo
C02612,Cliente 02612,Hogar,Bogota,Centro,Cundinamarca,No informado,26-35,2021-01-31,Activo
C02613,Cliente 02613,Educacion,Cali,Occidente,Valle del Cauca,F,46-55,2025-04-02,Activo
C02614,Cliente 02614,Corporativo,Ibague,Centro,Tolima,No informado,26-35,2023-03-22,Activo
C02615,Cliente 02615,Gobierno,Ibague,Centro,Tolima,F,56+,2024-11-24,Activo
C02616,Cliente 02616,Corporativo,Bucaramanga,Oriente,Santander,No informado,56+,2025-12-23,Activo
C02617,Cliente 02617,Pyme,Santa Marta,Caribe,Magdalena,M,36-45,2019-02-04,Activo
C02618,Cliente 02618,Pyme,Bogota,Centro,Cundinamarca,F,46-55,2022-05-27,Activo
C02619,Cliente 02619,Gobierno,Manizales,Eje Cafetero,Caldas,No informado,56+,2022-08-24,Activo
C02620,Cliente 02620,Corporativo,Bogota,Centro,Cundinamarca,No informado,18-25,2025-06-17,Activo
C02621,Cliente 02621,Gobierno,Villavicencio,Llanos,Meta,F,56+,2020-07-13,Activo
C02622,Cliente 02622,Hogar,Cali,Occidente,Valle del Cauca,F,18-25,2024-10-26,Activo
C02623,Cliente 02623,Educacion,Cartagena,Caribe,Bolivar,No informado,46-55,2025-12-19,Activo
C02624,Cliente 02624,Gobierno,Bogota,Centro,Cundinamarca,M,26-35,2023-12-28,Activo
C02625,Cliente 02625,Gobierno,Manizales,Eje Cafetero,Caldas,F,26-35,2020-08-31,Activo
C02626,Cliente 02626,Gobierno,Cartagena,Caribe,Bolivar,No informado,56+,2019-06-06,Activo
C02627,Cliente 02627,Hogar,Barranquilla,Caribe,Atlantico,F,56+,2019-03-19,Activo
C02628,Cliente 02628,Educacion,Medellin,Antioquia,Antioquia,M,36-45,2024-08-16,Activo
C02629,Cliente 02629,Corporativo,Barranquilla,Caribe,Atlantico,M,46-55,2022-12-04,Activo
C02630,Cliente 02630,Gobierno,Pasto,Sur,Narino,F,18-25,2020-07-01,Activo
C02631,Cliente 02631,Educacion,Pasto,Sur,Narino,M,56+,2023-06-22,Activo
C02632,Cliente 02632,Gobierno,Ibague,Centro,Tolima,M,26-35,2025-07-27,Activo
C02633,Cliente 02633,Gobierno,Pasto,Sur,Narino,M,18-25,2022-06-08,Activo
C02634,Cliente 02634,Hogar,Pasto,Sur,Narino,No informado,56+,2026-01-08,Activo
C02635,Cliente 02635,Hogar,Pereira,Eje Cafetero,Risaralda,F,18-25,2020-06-07,Activo
C02636,Cliente 02636,Gobierno,Cali,Occidente,Valle del Cauca,M,56+,2020-01-13,Activo
C02637,Cliente 02637,Gobierno,Bucaramanga,Oriente,Santander,F,36-45,2019-05-27,Activo
C02638,Cliente 02638,Pyme,Ibague,Centro,Tolima,M,18-25,2025-06-20,Activo
C02639,Cliente 02639,Corporativo,Bucaramanga,Oriente,Santander,No informado,36-45,2023-09-15,Activo
C02640,Cliente 02640,Educacion,Villavicencio,Llanos,Meta,No informado,56+,2019-03-11,Activo
C02641,Cliente 02641,Corporativo,Bucaramanga,Oriente,Santander,M,26-35,2026-01-09,Activo
C02642,Cliente 02642,Pyme,Medellin,Antioquia,Antioquia,M,36-45,2024-05-28,Activo
C02643,Cliente 02643,Gobierno,Cartagena,Caribe,Bolivar,F,36-45,2023-01-24,Activo
C02644,Cliente 02644,Hogar,Cartagena,Caribe,Bolivar,M,36-45,2019-12-26,Activo
C02645,Cliente 02645,Corporativo,Bogota,Centro,Cundinamarca,M,36-45,2019-03-02,Activo
C02646,Cliente 02646,Educacion,Manizales,Eje Cafetero,Caldas,F,46-55,2024-10-19,Activo
C02647,Cliente 02647,Hogar,Pereira,Eje Cafetero,Risaralda,M,46-55,2023-05-14,Activo
C02648,Cliente 02648,Pyme,Santa Marta,Caribe,Magdalena,M,46-55,2019-03-14,Activo
C02649,Cliente 02649,Hogar,Manizales,Eje Cafetero,Caldas,F,46-55,2023-06-03,Activo
C02650,Cliente 02650,Gobierno,Ibague,Centro,Tolima,M,46-55,2019-05-29,Activo
C02651,Cliente 02651,Hogar,Bogota,Centro,Cundinamarca,No informado,46-55,2025-01-19,Activo
C02652,Cliente 02652,Gobierno,Cartagena,Caribe,Bolivar,M,56+,2024-03-14,Activo
C02653,Cliente 02653,Corporativo,Santa Marta,Caribe,Magdalena,F,18-25,2025-12-19,Activo
C02654,Cliente 02654,Hogar,Bogota,Centro,Cundinamarca,F,36-45,2022-09-11,Activo
C02655,Cliente 02655,Pyme,Ibague,Centro,Tolima,No informado,56+,2021-02-01,Activo
C02656,Cliente 02656,Corporativo,Manizales,Eje Cafetero,Caldas,M,26-35,2021-01-30,Activo
C02657,Cliente 02657,Educacion,Bucaramanga,Oriente,Santander,No informado,46-55,2020-12-27,Activo
C02658,Cliente 02658,Educacion,Medellin,Antioquia,Antioquia,M,18-25,2025-06-13,Activo
C02659,Cliente 02659,Educacion,Pereira,Eje Cafetero,Risaralda,No informado,36-45,2023-07-27,Activo
C02660,Cliente 02660,Gobierno,Pereira,Eje Cafetero,Risaralda,F,18-25,2019-12-07,Activo
C02661,Cliente 02661,Hogar,Medellin,Antioquia,Antioquia,F,18-25,2023-06-11,Activo
C02662,Cliente 02662,Pyme,Manizales,Eje Cafetero,Caldas,M,18-25,2022-05-28,Activo
C02663,Cliente 02663,Hogar,Cali,Occidente,Valle del Cauca,No informado,46-55,2024-02-17,Activo
C02664,Cliente 02664,Hogar,Manizales,Eje Cafetero,Caldas,M,18-25,2023-03-08,Activo
C02665,Cliente 02665,Corporativo,Ibague,Centro,Tolima,F,46-55,2022-05-25,Activo
C02666,Cliente 02666,Pyme,Bucaramanga,Oriente,Santander,No informado,26-35,2024-06-20,Activo
C02667,Cliente 02667,Educacion,Cartagena,Caribe,Bolivar,M,46-55,2025-02-23,Activo
C02668,Cliente 02668,Gobierno,Bucaramanga,Oriente,Santander,No informado,18-25,2024-04-07,Activo
C02669,Cliente 02669,Pyme,Cartagena,Caribe,Bolivar,F,36-45,2022-12-17,Activo
C02670,Cliente 02670,Hogar,Cartagena,Caribe,Bolivar,F,26-35,2023-04-04,Activo
C02671,Cliente 02671,Gobierno,Cali,Occidente,Valle del Cauca,M,46-55,2025-01-08,Activo
C02672,Cliente 02672,Gobierno,Barranquilla,Caribe,Atlantico,M,56+,2021-02-08,Activo
C02673,Cliente 02673,Pyme,Santa Marta,Caribe,Magdalena,M,18-25,2023-01-30,Inactivo
C02674,Cliente 02674,Corporativo,Pasto,Sur,Narino,No informado,46-55,2022-12-24,Inactivo
C02675,Cliente 02675,Gobierno,Ibague,Centro,Tolima,F,26-35,2019-05-25,Activo
C02676,Cliente 02676,Gobierno,Santa Marta,Caribe,Magdalena,No informado,26-35,2022-05-31,Activo
C02677,Cliente 02677,Corporativo,Cartagena,Caribe,Bolivar,F,36-45,2025-10-13,Activo
C02678,Cliente 02678,Educacion,Ibague,Centro,Tolima,M,18-25,2019-01-03,Activo
C02679,Cliente 02679,Pyme,Bucaramanga,Oriente,Santander,M,36-45,2020-05-06,Activo
C02680,Cliente 02680,Pyme,Santa Marta,Caribe,Magdalena,M,18-25,2023-08-19,Activo
C02681,Cliente 02681,Corporativo,Pasto,Sur,Narino,M,26-35,2022-10-01,Activo
C02682,Cliente 02682,Pyme,Villavicencio,Llanos,Meta,No informado,56+,2019-05-25,Inactivo
C02683,Cliente 02683,Pyme,Bogota,Centro,Cundinamarca,F,46-55,2022-03-10,Activo
C02684,Cliente 02684,Hogar,Pereira,Eje Cafetero,Risaralda,No informado,18-25,2024-03-20,Activo
C02685,Cliente 02685,Hogar,Cartagena,Caribe,Bolivar,No informado,18-25,2025-05-14,Activo
C02686,Cliente 02686,Corporativo,Bucaramanga,Oriente,Santander,F,18-25,2022-12-23,Activo
C02687,Cliente 02687,Pyme,Bogota,Centro,Cundinamarca,M,26-35,2021-05-21,Activo
C02688,Cliente 02688,Gobierno,Pasto,Sur,Narino,No informado,26-35,2021-03-22,Inactivo
C02689,Cliente 02689,Educacion,Pereira,Eje Cafetero,Risaralda,F,46-55,2022-04-26,Activo
C02690,Cliente 02690,Pyme,Santa Marta,Caribe,Magdalena,F,46-55,2022-01-20,Activo
C02691,Cliente 02691,Corporativo,Cartagena,Caribe,Bolivar,M,36-45,2019-03-01,Activo
C02692,Cliente 02692,Pyme,Cali,Occidente,Valle del Cauca,M,56+,2020-02-04,Activo
C02693,Cliente 02693,Hogar,Medellin,Antioquia,Antioquia,M,56+,2020-01-29,Activo
C02694,Cliente 02694,Hogar,Cartagena,Caribe,Bolivar,No informado,46-55,2021-02-26,Activo
C02695,Cliente 02695,Hogar,Manizales,Eje Cafetero,Caldas,M,18-25,2019-12-26,Activo
C02696,Cliente 02696,Corporativo,Cali,Occidente,Valle del Cauca,No informado,56+,2019-12-26,Activo
C02697,Cliente 02697,Corporativo,Ibague,Centro,Tolima,No informado,18-25,2025-11-12,Activo
C02698,Cliente 02698,Hogar,Pasto,Sur,Narino,F,36-45,2025-06-18,Activo
C02699,Cliente 02699,Gobierno,Santa Marta,Caribe,Magdalena,M,18-25,2019-11-07,Activo
C02700,Cliente 02700,Pyme,Medellin,Antioquia,Antioquia,M,56+,2023-10-04,Activo
C02701,Cliente 02701,Corporativo,Bogota,Centro,Cundinamarca,M,46-55,2020-12-09,Activo
C02702,Cliente 02702,Corporativo,Cartagena,Caribe,Bolivar,No informado,36-45,2023-06-13,Inactivo
C02703,Cliente 02703,Educacion,Santa Marta,Caribe,Magdalena,F,56+,2019-03-07,Activo
C02704,Cliente 02704,Hogar,Medellin,Antioquia,Antioquia,M,26-35,2019-02-11,Inactivo
C02705,Cliente 02705,Educacion,Manizales,Eje Cafetero,Caldas,M,46-55,2019-07-06,Activo
C02706,Cliente 02706,Educacion,Pasto,Sur,Narino,M,36-45,2019-04-26,Activo
C02707,Cliente 02707,Gobierno,Ibague,Centro,Tolima,M,36-45,2021-06-23,Activo
C02708,Cliente 02708,Educacion,Pasto,Sur,Narino,F,56+,2024-08-09,Activo
C02709,Cliente 02709,Pyme,Villavicencio,Llanos,Meta,M,46-55,2025-05-17,Activo
C02710,Cliente 02710,Pyme,Ibague,Centro,Tolima,F,36-45,2020-07-30,Activo
C02711,Cliente 02711,Gobierno,Manizales,Eje Cafetero,Caldas,F,18-25,2021-01-23,Activo
C02712,Cliente 02712,Corporativo,Cartagena,Caribe,Bolivar,No informado,26-35,2022-05-02,Activo
C02713,Cliente 02713,Corporativo,Cali,Occidente,Valle del Cauca,No informado,36-45,2022-11-30,Inactivo
C02714,Cliente 02714,Corporativo,Ibague,Centro,Tolima,M,56+,2023-10-15,Activo
C02715,Cliente 02715,Corporativo,Bucaramanga,Oriente,Santander,F,56+,2025-04-18,Activo
C02716,Cliente 02716,Hogar,Santa Marta,Caribe,Magdalena,No informado,56+,2021-05-14,Activo
C02717,Cliente 02717,Pyme,Manizales,Eje Cafetero,Caldas,M,26-35,2021-09-05,Activo
C02718,Cliente 02718,Gobierno,Barranquilla,Caribe,Atlantico,M,36-45,2022-11-19,Activo
C02719,Cliente 02719,Hogar,Medellin,Antioquia,Antioquia,M,26-35,2021-04-18,Activo
C02720,Cliente 02720,Educacion,Bucaramanga,Oriente,Santander,No informado,46-55,2020-12-22,Activo
C02721,Cliente 02721,Gobierno,Santa Marta,Caribe,Magdalena,M,36-45,2021-11-11,Activo
C02722,Cliente 02722,Pyme,Pasto,Sur,Narino,M,36-45,2022-11-16,Activo
C02723,Cliente 02723,Gobierno,Pasto,Sur,Narino,M,46-55,2025-07-02,Activo
C02724,Cliente 02724,Pyme,Bucaramanga,Oriente,Santander,F,56+,2025-12-28,Activo
C02725,Cliente 02725,Educacion,Manizales,Eje Cafetero,Caldas,No informado,18-25,2025-03-26,Activo
C02726,Cliente 02726,Gobierno,Medellin,Antioquia,Antioquia,M,26-35,2026-01-12,Activo
C02727,Cliente 02727,Corporativo,Cartagena,Caribe,Bolivar,M,46-55,2025-02-11,Activo
C02728,Cliente 02728,Pyme,Manizales,Eje Cafetero,Caldas,F,26-35,2019-01-23,Activo
C02729,Cliente 02729,Corporativo,Ibague,Centro,Tolima,F,56+,2023-11-16,Activo
C02730,Cliente 02730,Educacion,Villavicencio,Llanos,Meta,No informado,46-55,2020-01-26,Activo
C02731,Cliente 02731,Pyme,Bucaramanga,Oriente,Santander,M,46-55,2024-04-17,Activo
C02732,Cliente 02732,Pyme,Ibague,Centro,Tolima,No informado,36-45,2025-07-29,Inactivo
C02733,Cliente 02733,Hogar,Pasto,Sur,Narino,M,56+,2025-05-10,Activo
C02734,Cliente 02734,Gobierno,Bucaramanga,Oriente,Santander,No informado,46-55,2022-12-02,Activo
C02735,Cliente 02735,Gobierno,Bucaramanga,Oriente,Santander,No informado,18-25,2021-02-19,Activo
C02736,Cliente 02736,Pyme,Ibague,Centro,Tolima,F,46-55,2021-01-29,Activo
C02737,Cliente 02737,Corporativo,Manizales,Eje Cafetero,Caldas,M,18-25,2022-02-16,Activo
C02738,Cliente 02738,Pyme,Manizales,Eje Cafetero,Caldas,F,36-45,2024-06-14,Activo
C02739,Cliente 02739,Corporativo,Cali,Occidente,Valle del Cauca,No informado,36-45,2022-06-07,Activo
C02740,Cliente 02740,Gobierno,Ibague,Centro,Tolima,F,56+,2021-12-25,Activo
C02741,Cliente 02741,Corporativo,Bogota,Centro,Cundinamarca,No informado,56+,2024-11-23,Activo
C02742,Cliente 02742,Pyme,Pasto,Sur,Narino,F,46-55,2025-10-31,Activo
C02743,Cliente 02743,Educacion,Manizales,Eje Cafetero,Caldas,M,26-35,2022-11-10,Activo
C02744,Cliente 02744,Hogar,Pereira,Eje Cafetero,Risaralda,F,26-35,2019-05-17,Activo
C02745,Cliente 02745,Hogar,Santa Marta,Caribe,Magdalena,No informado,18-25,2022-06-23,Activo
C02746,Cliente 02746,Hogar,Ibague,Centro,Tolima,M,26-35,2019-07-15,Activo
C02747,Cliente 02747,Hogar,Cali,Occidente,Valle del Cauca,F,46-55,2024-08-27,Activo
C02748,Cliente 02748,Pyme,Medellin,Antioquia,Antioquia,M,18-25,2021-10-22,Activo
C02749,Cliente 02749,Educacion,Villavicencio,Llanos,Meta,No informado,46-55,2021-07-14,Activo
